                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0839,                  2.126,                 1.5173,                0.92728,                0.37327,                0.74167,                 0.5346,                 1.5189,                 1.8532,                 1.3558,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                0.82413,                 1.6473,                 1.1579,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                 1.1216,                 1.6032,                 1.3436,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.96987,                 1.6818,                 1.1624,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                  1.016,                  1.602,                 1.3227,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                 1.2489,                 2.7452,                 1.6402,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                 1.2755,                 2.4912,                 1.6765,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                0.93999,                 1.9044,                 1.4104,                0.91704,                0.37322,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                 1.0485,                 2.1852,                 1.5332,                0.91704,                0.37322,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                0.84303,                 1.6285,                  1.253,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2114,                 1.4432,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                0.96125,                 1.9001,                 1.3815,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2114,                 1.4432,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.87346,                 1.8977,                 1.3786,                0.91543,                 0.3731,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4738,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                0.81452,                 1.1809,                  1.175,                0.91543,                 0.3731,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4738,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.91969,                 1.5286,                 1.2556,                 0.9159,                0.37319,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                 1.3006,                 2.5614,                  1.583,                 0.9159,                0.37319,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                 0.9356,                 1.2652,                 1.2382,                0.91632,                0.37336,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.64433,                 1.3437,                 1.1448,                0.91632,                0.37336,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.90582,                 1.2079,                 1.4943,                 0.9184,                 0.3734,                0.46653,                0.33946,                 1.6729,                 2.2953,                 1.5075,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.96865,                 1.1519,                 1.2939,                 0.9184,                 0.3734,                0.46653,                0.33946,                 1.6729,                 2.2953,                 1.5075,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.94966,                 1.9637,                 1.3087,                0.91481,                0.37314,                0.45291,                0.31256,                 1.6701,                 2.2964,                 1.5036,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                 0.8242,                 1.4594,                 1.2206,                0.91481,                0.37314,                0.45291,                0.31256,                 1.6701,                 2.2964,                 1.5036,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                 0.7363,                 1.2907,                 1.1443,                0.91748,                0.37325,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.47512,                0.96534,                 0.9623,                0.91748,                0.37325,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.80065,                0.90127,                 1.0907,                0.91535,                0.37281,                0.45228,                0.30378,                 1.6853,                  2.324,                 1.5134,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.65849,                0.77669,                  1.063,                0.91535,                0.37281,                0.45228,                0.30378,                 1.6853,                  2.324,                 1.5134,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.67483,                 0.9095,                 1.0197,                0.91735,                0.37271,                0.45352,                0.30421,                 1.6965,                 2.3167,                 1.5226,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.60909,                 1.7452,                 1.0773,                0.91735,                0.37271,                0.45352,                0.30421,                 1.6965,                 2.3167,                 1.5226,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                 1.0741,                 1.4059,                 1.3327,                0.91826,                0.37231,                0.44718,                0.32769,                 1.7067,                 2.3444,                 1.5256,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.91165,                0.88116,                 1.3417,                0.91826,                0.37231,                0.44718,                0.32769,                 1.7067,                 2.3444,                 1.5256,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.59868,                 0.7669,                0.99967,                0.94079,                0.39102,                0.45068,                0.32994,                 1.7221,                 2.3819,                 1.5249,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.73134,                  1.069,                 1.1673,                0.94079,                0.39102,                0.45068,                0.32994,                 1.7221,                 2.3819,                 1.5249,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.80619,                 1.7905,                 1.2548,                0.94206,                0.39362,                0.45684,                0.33123,                 1.7289,                 2.3227,                 1.5225,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                 0.8909,                 1.5392,                 1.2499,                0.94206,                0.39362,                0.45684,                0.33123,                 1.7289,                 2.3227,                 1.5225,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.87994,                0.94944,                 1.3336,                0.94209,                0.39398,                0.45644,                0.33156,                  1.729,                 2.3076,                 1.5178,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.72389,                 1.1698,                 1.2419,                0.94209,                0.39398,                0.45644,                0.33156,                  1.729,                 2.3076,                 1.5178,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                 0.8101,                0.94789,                 1.1596,                0.94297,                0.39396,                0.46751,                0.32321,                 1.7299,                  2.319,                 1.5195,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.86002,                0.94298,                 1.2622,                0.94297,                0.39396,                0.46751,                0.32321,                 1.7299,                  2.319,                 1.5195,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.65305,                0.72278,                 1.2004,                0.94297,                0.39396,                0.46751,                0.32321,                 1.7299,                  2.319,                 1.5195,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.78727,                0.90232,                  1.245,                0.94325,                0.39638,                0.45928,                0.34945,                 1.7271,                 2.3097,                 1.5166,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.69678,                0.91598,                 1.0586,                0.94325,                0.39638,                0.45928,                0.34945,                 1.7271,                 2.3097,                 1.5166,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 1.2113,                 1.8106,                 1.6263,                0.94325,                0.39638,                0.45928,                0.34945,                 1.7271,                 2.3097,                 1.5166,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                  1.035,                 1.5543,                 1.3676,                0.94439,                0.39751,                0.42743,                  0.319,                 1.7326,                 2.3283,                 1.5097,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.86096,                 1.5377,                 1.2975,                0.94439,                0.39751,                0.42743,                  0.319,                 1.7326,                 2.3283,                 1.5097,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.73495,                0.78357,                  1.162,                0.94439,                0.39751,                0.42743,                  0.319,                 1.7326,                 2.3283,                 1.5097,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                 1.0776,                0.84098,                  1.581,                0.94168,                0.39803,                0.42729,                0.31944,                 1.7929,                 2.3651,                 1.5513,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.63746,                0.75407,                 1.1035,                0.94168,                0.39803,                0.42729,                0.31944,                 1.7929,                 2.3651,                 1.5513,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.70954,                0.93329,                 1.0622,                0.94168,                0.39803,                0.42729,                0.31944,                 1.7929,                 2.3651,                 1.5513,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.79682,                 0.8773,                 1.1736,                0.94256,                0.39967,                0.42833,                0.32117,                 1.8215,                 2.4037,                 1.5828,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.66679,                0.72324,                 1.0962,                0.94256,                0.39967,                0.42833,                0.32117,                 1.8215,                 2.4037,                 1.5828,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.60335,                0.89841,                 1.1963,                0.94256,                0.39967,                0.42833,                0.32117,                 1.8215,                 2.4037,                 1.5828,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.69304,                  1.182,                 1.1051,                0.94181,                 0.3999,                0.42845,                0.31809,                 1.7987,                 2.3579,                 1.5288,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.75334,                 1.1202,                 1.1044,                0.94181,                 0.3999,                0.42845,                0.31809,                 1.7987,                 2.3579,                 1.5288,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                 1.0317,                 2.0833,                 1.4353,                0.94181,                 0.3999,                0.42845,                0.31809,                 1.7987,                 2.3579,                 1.5288,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.68938,                 1.0869,                 1.1837,                0.94243,                0.39986,                0.42944,                0.30129,                 1.7775,                 2.3288,                 1.5097,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.98268,                 1.0271,                 1.4347,                0.94243,                0.39986,                0.42944,                0.30129,                 1.7775,                 2.3288,                 1.5097,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                 1.0012,                 1.4216,                 1.3811,                0.94243,                0.39986,                0.42944,                0.30129,                 1.7775,                 2.3288,                 1.5097,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.64971,                0.67528,                 1.0962,                 0.9436,                 0.3997,                0.42884,                0.30114,                  1.792,                 2.3314,                 1.5207,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.71934,                 1.0359,                 1.0814,                 0.9436,                 0.3997,                0.42884,                0.30114,                  1.792,                 2.3314,                 1.5207,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.72925,                0.71487,                  1.198,                 0.9436,                 0.3997,                0.42884,                0.30114,                  1.792,                 2.3314,                 1.5207,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.74461,                0.59302,                 1.1575,                0.94281,                    0.4,                0.43053,                 0.3051,                 1.8032,                 2.3284,                 1.5339,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.60099,                0.98074,                  1.139,                0.94281,                    0.4,                0.43053,                 0.3051,                 1.8032,                 2.3284,                 1.5339,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                 0.6653,                0.67652,                 1.1187,                0.94281,                    0.4,                0.43053,                 0.3051,                 1.8032,                 2.3284,                 1.5339,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                 0.8938,                 1.1986,                 1.2162,                0.93711,                0.40295,                0.43342,                0.30456,                 1.7963,                 2.3148,                 1.5263,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.55898,                0.75173,                 1.1064,                0.93711,                0.40295,                0.43342,                0.30456,                 1.7963,                 2.3148,                 1.5263,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.69481,                0.83777,                 1.1347,                0.93711,                0.40295,                0.43342,                0.30456,                 1.7963,                 2.3148,                 1.5263,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.52071,                0.48527,                0.99316,                0.94068,                    0.4,                0.43085,                0.29538,                 1.8256,                 2.3351,                 1.5482,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.76937,                0.71331,                 1.1643,                0.94068,                    0.4,                0.43085,                0.29538,                 1.8256,                 2.3351,                 1.5482,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.79535,                0.88084,                 1.2102,                0.94068,                    0.4,                0.43085,                0.29538,                 1.8256,                 2.3351,                 1.5482,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                0.65406,                0.67906,                 1.0604,                0.93928,                0.39995,                0.43059,                0.29447,                  1.818,                  2.354,                  1.537,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                0.66422,                 0.8176,                 1.1812,                0.93928,                0.39995,                0.43059,                0.29447,                  1.818,                  2.354,                  1.537,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.98514,                 0.9319,                 1.2114,                0.93928,                0.39995,                0.43059,                0.29447,                  1.818,                  2.354,                  1.537,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                0.69929,                0.81166,                 1.0427,                0.93928,                0.39995,                0.43059,                0.29447,                  1.818,                  2.354,                  1.537,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.90166,                 1.1019,                 1.4391,                0.93899,                0.39887,                0.42973,                0.29549,                 1.8598,                 2.4039,                 1.5714,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                 1.0329,                 1.1027,                 1.5191,                0.93899,                0.39887,                0.42973,                0.29549,                 1.8598,                 2.4039,                 1.5714,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.62151,                0.68949,                 1.0042,                0.93899,                0.39887,                0.42973,                0.29549,                 1.8598,                 2.4039,                 1.5714,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.56783,                0.58717,                0.95106,                0.93899,                0.39887,                0.42973,                0.29549,                 1.8598,                 2.4039,                 1.5714,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.74117,                0.86609,                0.98948,                0.94522,                0.39655,                0.42917,                0.29556,                 1.7845,                 2.3979,                 1.5043,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.42032,                0.50174,                0.98163,                0.94522,                0.39655,                0.42917,                0.29556,                 1.7845,                 2.3979,                 1.5043,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.58206,                0.54695,                0.91355,                0.94522,                0.39655,                0.42917,                0.29556,                 1.7845,                 2.3979,                 1.5043,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.47425,                0.56905,                0.94798,                0.94522,                0.39655,                0.42917,                0.29556,                 1.7845,                 2.3979,                 1.5043,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                0.47841,                 0.5513,                0.98556,                0.93929,                0.39574,                0.42595,                0.31111,                 1.8413,                 2.4737,                 1.5521,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.69713,                0.82432,                 1.0321,                0.93929,                0.39574,                0.42595,                0.31111,                 1.8413,                 2.4737,                 1.5521,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.47655,                0.55783,                0.90902,                0.93929,                0.39574,                0.42595,                0.31111,                 1.8413,                 2.4737,                 1.5521,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.57053,                0.66186,                 0.9689,                0.93929,                0.39574,                0.42595,                0.31111,                 1.8413,                 2.4737,                 1.5521,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                 0.4668,                0.54892,                 0.9732,                0.94857,                0.39546,                0.50914,                0.37765,                 1.7731,                 2.4373,                 1.5189,             2.3444e-06,             2.3444e-06,             2.3444e-06
